term,definition,source,url_source
DGCRF,Direction générale de la consommation et de la répression des fraudes,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DGCS,Direction générale de la cohésion sociale,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DGD,Décompte Général et Définitf,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DGD,Dotation générale de décentralisation,Sénat,https://www.senat.fr/histoire/sigles.html
DGE,Direction générale des entreprises,beta.gouv.fr,https://github.com/betagouv/glossary-bot
DGE,Dotation globale d'équipement,Sénat,https://www.senat.fr/histoire/sigles.html
DGDE,Dotation globale départementale d'équipement,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DGEFP,Délégation générale à l’emploi et à la formation professionnelle,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DGEC,Dotation globale d'équipement des communes,Sénat,https://www.senat.fr/histoire/sigles.html
DGF,Direction générale des forêts.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DGF,Dotation globale de fonctionnement,Sénat,https://www.senat.fr/histoire/sigles.html
DGES,Directeur général de l’Enseignement supérieur,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DGFIP,Direction générale des finances publiques,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
DGS,Directeur général de service,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
DGI,Direction générale des impôts.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DGISES,Délégation générale à l’innovation sociale et à l’économie sociale (voir DGCS),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DGITM,"Direction Générale des Infrastructure, des Transports et de la Mer",beta.gouv.fr,https://github.com/betagouv/glossary-bot
DGLTD,Délégation générale à la lutte contre la drogue et la toxicomanie,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DGOS,Direction Général De L’offre Des Soins(DGOS Se Substitue A La DHOS Depuis Mars 2010 ).,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DGPAS,Direction Générale De La Prévention Et De L’action Sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DGPN,Direction générale de la police nationale.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DGRCST,"Direction générale des relations culturelles, scientifiques et techniques",Sénat,https://www.senat.fr/histoire/sigles.html
DGRH,Direction générale des ressources humaines.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DGRST,Délégation générale à la recherche scientifique et technique,Sénat,https://www.senat.fr/histoire/sigles.html
DGS,Direction générale de la santé,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DGSE,Direction générale de la sécurité extérieure,Sénat,https://www.senat.fr/histoire/sigles.html
DGT,Direction générale des télécommunications,Sénat,https://www.senat.fr/histoire/sigles.html
DGT,Division de la Gestion des Traitements,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DGSNR,Direction générale de la sûreté nucléaire et de radioprotection,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DGST,Directeur général des services techniques,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
DGUHC,"Direction générale de l’urbanisme, de l’habitat et de la construction",CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DHC,Direction de l'habitat et de la construction,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DGV,Data.gouv.fr,beta.gouv.fr,https://github.com/betagouv/glossary-bot
DHOS,Direction de l'hospitalisation et de l'organisation des soins,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
DHEPE,Diplôme de Hautes Etudes des Pratiques en Entreprise,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DIA,Déclaration d'intention d'aliéner,Sénat,https://www.senat.fr/histoire/sigles.html
DIA,Etudes de diagnostic,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DHUP,"Direction de l’Habitat, de l’Urbanisme et des Paysages",beta.gouv.fr,https://github.com/betagouv/glossary-bot
DIB,Déchets industriels banals,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DIAT,"Direction Interministérielle d'Appui à la Transformation
Une des deux divisions du SGMAP depuis septembre 2015.",beta.gouv.fr,https://github.com/betagouv/glossary-bot
DIES,"Délégation interministérielle à l'innovation, à l'expérimentation sociale et à l'économie sociale",Sénat,https://www.senat.fr/histoire/sigles.html
DIC,Droit à l'image collective,Sénat,https://www.senat.fr/histoire/sigles.html
DICCILEC,Direction centrale du contrôle de l'immigration et de lutte contre l'emploi des clandestins (voir PAF),Sénat,https://www.senat.fr/histoire/sigles.html
DICOM,Délégation à l’information et à la communication (Ministères santé et affaires sociales),CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DICP,"Disponibilité, Intégrité, Confidentialité, Preuve",beta.gouv.fr,https://github.com/betagouv/glossary-bot
DICRIM,Document d'information communal sur les risques majeurs,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DIF,Délégation interministérielle à la famille,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DIF,Droit individuel à la formation,Sénat,https://www.senat.fr/histoire/sigles.html
DIM,Département d’information Médicale,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DIHP,Délégation de l'information historique pour la paix,Sénat,https://www.senat.fr/histoire/sigles.html
DIIESES,"Délégation Interministérielle à L’innovation, à L’expérimentation Sociale Et à L’économie Sociale (voir Aussi DGCS)",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DIJ,Délégation interministérielle à l’insertion professionnelle et sociale des jeunes en difficulté,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DIJA,Dotation d'installation aux jeunes agriculteurs,Sénat,https://www.senat.fr/histoire/sigles.html
DIJI,Délégation interministérielle à l’insertion des jeunes,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DILA,Direction de l’information légale et administrative (DILA) qui remplace la direction des journaux officiels (DJO),marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DILTI,Délégation interministérielle à la lutte contre le travail illégal,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DINSIC,Direction Interministérielle du Numérique et des Systèmes d'Information et de Communication,beta.gouv.fr,https://github.com/betagouv/glossary-bot
DIR,Direction interdépartementale des routes,Sénat,https://www.senat.fr/histoire/sigles.html
DIO,délégué interministériel à l’orientation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DIPC,Document Individuel De Prise En Charge,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DIPEC,Document Individuel De Prise En Charge,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DIPH,Délégation interministérielle aux personnes handicapées,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
dircab,DIRecteur de CABinet,beta.gouv.fr,https://github.com/betagouv/glossary-bot
DIRECCTE,"Direction régionale des entreprises, de la concurrence, de la consommation, du travail et de l’emploi",beta.gouv.fr,https://github.com/betagouv/glossary-bot
DIS,Déchets industriels spéciaux,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DIREN,Direction régionale de l'environnement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DIRMI,Délégation interministérielle au RMI,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DIV,Délégation interministérielle à la ville,Sénat,https://www.senat.fr/histoire/sigles.html
DISAS,DIrection de la Solidarité et de l’Action Sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DISMO,Dispositif Insertion Sociale en Milieu Ordinaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DISP,Direction interrégionale des services pénitentiaires,beta.gouv.fr,https://github.com/betagouv/glossary-bot
DISS,Direction des interventions sanitaire et sociales,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DITP,Direction Interministérielle de la Transformation Publique,beta.gouv.fr,https://github.com/betagouv/glossary-bot
DIUFARC,Diplôme Inter Universitaire de Formation Assistant de Recherche clinique,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DJA,Dose journalière admissible.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DJA,Dotation aux jeunes agriculteurs,Sénat,https://www.senat.fr/histoire/sigles.html
DLNUF,Dites-le nous une fois,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DJC,Division juridique et contentieuse (Ministères santé et affaires sociales),CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DJEPVA,"Direction de la Jeunesse, de l’Éducation Populaire et de la Vie Associative",beta.gouv.fr,https://github.com/betagouv/glossary-bot
DJIN,Dispensation Journalière Individuelle et Nominative des médicaments,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DJO,Direction des journaux officiels (Remplacée par la DILA),marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DJVA,Direction de la jeunesse et de la vie associative,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DLC,Date limite de consommation.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DlJ,Délégation interministérielle à l’insertion professionnelle et sociale des jeunes en difficulté,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DM,Direct message ou message privé,beta.gouv.fr,https://github.com/betagouv/glossary-bot
DLRO,Délai de réception des candidatures et des offres.,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DM,Dispositifs médicaux,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DMP,Décret marchés publics,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DMP,Dossier médical personnel,Sénat,https://www.senat.fr/histoire/sigles.html
DMA,Diplôme des métiers d’art,Collège de Poisy,http://www.ac-grenoble.fr/college/poisy/orientation/orientation-sigles-et-acronymes/
DMF,Direction des musées de France,Sénat,https://www.senat.fr/histoire/sigles.html
DMI,Dispositifs Médicaux Implantables,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DMLA,Dégénérescence Maculaire Liée à L’âge,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DMN,Direction de la météorologie nationale.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DMOS,Diverses Mesures d’Ordre Sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DMS,Dispositifs médicaux stériles,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DMS,Durée Moyenne de Séjour,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DMT,Déclaration De Médecin Traitant,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DMT,Discipline Médico-tarifaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DOM,Département d'outre-mer,Sénat,https://www.senat.fr/histoire/sigles.html
DNB,"Diplôme National du Brevet, anciennement BEPC",Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique
DNDR,Dotation Nationale de Développement des Réseaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DNN,Distributeurs non nationalisés,Sénat,https://www.senat.fr/histoire/sigles.html
DNO,Directive nationale d'orientation,Sénat,https://www.senat.fr/histoire/sigles.html
DNP,Dotation nationale de péréquation,Sénat,https://www.senat.fr/histoire/sigles.html
"DNP
DOS","Direction de la nature et des paysages
Directeur des opérations de secours",M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DOCUP,Document unique de programmation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DoD,Definition of Done,beta.gouv.fr,https://github.com/betagouv/glossary-bot
DOETH,Déclaration obligatoire d'emploi des travailleurs handicapés (DOETH) de l'AGEFIPH,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DP,Domaine public,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DP,Dossier Pharmaceutique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DOMINIC,Dotation Minimale de Convergence(et Médicaments),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DOS,Division de l’Organisation Scolaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DOT,Défense opérationnelle du territoire,Sénat,https://www.senat.fr/histoire/sigles.html
DPE,Diagnostic de performance énergétique,Sénat,https://www.senat.fr/histoire/sigles.html
DPA,Dossier du Patient,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DPAEP,Direction des Personnels et de l'Adaptation de l'Environnement Professionnel,Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique
DPAOS,"Direction des Personnels Administratifs, Ouvriers et de Service",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DPC,Développement Professionnel Continu,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DPE,Division des Personnels Enseignants,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DPF,Délégué Aux Prestations Familiales,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DPF,Domaine public fluvial.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DPJJ,Direction de la protection judiciaire de la jeunesse,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf
DPGF,Décomposition du Prix Global et Forfaitaire,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DPI,Diagnostic préimplantatoire,Sénat,https://www.senat.fr/histoire/sigles.html
DPJ,Direction de la police judiciaire.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DPM,Direction de la population et des migrations,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DPLG,Diplômé par le gouvernement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DPU,Droit de préemption urbain,Sénat,https://www.senat.fr/histoire/sigles.html
DPPR,Direction de la prévention des pollutions et des risques.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DPT,Document de politique transversale,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DPU,Droits à paiement unique,Sénat,https://www.senat.fr/histoire/sigles.html
DQE,Détail Quantitatif Estimatif,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DRAAF,"Direction Régionale de l'Alimentation, de l'Agriculture et de la Forêt",Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique
DRAC,Directions régionales des affaires culturelles,Sénat,https://www.senat.fr/histoire/sigles.html
DRAE,Délégué régional à l'architecture et à l'environnement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRAF,Direction régionale de l'agriculture et des forêts.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRASS,Direction régionale des affaires sanitaires et sociales,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DRDR,Document Régional de Développement Rural,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRDR,Dotation Régionale de Développement des Réseaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRCE,Direction régionale du commerce extérieur,Sénat,https://www.senat.fr/histoire/sigles.html
DRCI,Direction De La Recherche Clinique Et De L’innovation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRDE,Direction régionale et départementale de l'équipement,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRDFE,Direction Régionale Au Droit Des Femmes Et à L’égalité (service De Préfecture),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRE,Direction régionale de l'équipement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DREAL,Direction Régionale de l'Environnement de l'Aménagement et du Logement,Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique
DREDAD,"Direction régionale de l'écologie, de développement et d'aménagement durable.",M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DREE,Direction des relations économiques extérieures,Sénat,https://www.senat.fr/histoire/sigles.html
DREES,"Direction de la recherche, des études, de l’évaluation et des statistiques",DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
DRES,Dotation régionale d'équipement scolaire,Sénat,https://www.senat.fr/histoire/sigles.html
DRESS,"Direction de la Recherche,des Etudes, et de l’Evaluation et des Statistiques",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRIRE,"Direction régionale de l'industrie, de la recherche et de l'environnement",Sénat,https://www.senat.fr/histoire/sigles.html
DRH,Direction des ressources humaines,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRIAAF,"Direction Régionale et interdépartementale de l'alimentation, de l'agriculture et de la forêt",M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRIR,Direction régionale de l'industrie et de la recherche.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRIRE,"Direction régionale de l’industrie, de la recherche, et de l’environnement",DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DRJSCS,Direction régionale de la jeunesse et des sports et de la cohésion sociale,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRISS,Direction régionale et interdépartementale de la santé et de la solidarité.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRJS,Direction régionale de la jeunesse et des sports,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRTEFP,"Direction régionale du travail, de l’emploi et de la formation professionnelle",CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DRM,Délégation aux risques majeurs,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRONISEP,Délégation Régionale de l’Office National d’Information sur les Enseignements et les Professions,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRPJJ,Direction Régionale de la Protection Judiciaire de la Jeunesse,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRRC,Direction Régionale de la Recherche Clinique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRSM,Direction Régionale du Service Médical,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DRSS,Direction régionale du service de santé.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DRT,Direction des relations du travail,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DRTE,Direction régionale du travail et de l’emploi,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSAF,Direction des services administratifs et financiers,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
DS,Directeur de soins,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DSI,Démarche de Soins Infirmiers,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSI,Diffusion sélective d’information,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DSCR,Direction de la sécurité et de la circulation routières.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DSD,Direction de la Solidarité Départementale(voir aussi DSI où DISS),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSDS,Direction de la Santé et du développement Social (Voir aussi DDASS),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSF,Direction des services fiscaux.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DSI,Directeur des systèmes d’information,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DSI,Direction de la solidarité et de L’insertion (Conseil général du Var),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSI,Dossier de Soins Informatisés,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DSI,Dotation spéciale pour le logement des instituteurs,Sénat,https://www.senat.fr/histoire/sigles.html
DSIN,Direction de la sûreté des installations nucléaires,Sénat,https://www.senat.fr/histoire/sigles.html
DSP,Délégation de Service Public,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSIO,Directeur des systèmes d’information et de l’organisation,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
DSL,Développement Social Local,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSN,Déclaration Sociale Nominative,beta.gouv.fr,https://github.com/betagouv/glossary-bot
DSND,Délégation à la sûreté nucléaire et à la radioprotection pour les activités et les installations intéressant la défense,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DSP,Département De Santé Publique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSQ,Développement social des quartiers,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSR,Dotation de solidarité rurale,Sénat,https://www.senat.fr/histoire/sigles.html
DSS,Direction de la sécurité sociale,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
DSS,"Direction de la solidarité et de la santé (voir aussi DDASS, DSDS)",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DST,Développement Social Territorial,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DST,Direction de la surveillance du territoire,Sénat,https://www.senat.fr/histoire/sigles.html
DSU,Développement social urbain,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DSTS,Diplôme supérieur du travail social,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DSU,Dotation de solidarité urbaine,Sénat,https://www.senat.fr/histoire/sigles.html
DTU,Document Technique Unifié,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DSUCS,Dotation de solidarité urbaine et de cohésion sociale,Sénat,https://www.senat.fr/histoire/sigles.html
DSV,Direction des services vétérinaires,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DT,Déclaration de travaux.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DTA,Directive territoriale d'aménagement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DTARS,Délégation Territoriale De L’agence Régionale De Santé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DTJJ,Direction Territoriale De La Protection Judiciaire De La Jeunesse.,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DTQD,Déchets toxiques en quantités dispersées.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DTS,Droits de Tirages Spéciaux (SDR pour Special Drawing Rights),marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DUP,Déclaration d'utilité publique.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
DU,Diplôme Universitaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DUATIC,Diplôme Universitaire d’Assistant Technicien de l’Information et de la Communication,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
DUME,Document unique de marché européen,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
DUT,Diplôme universitaire de technologie,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
EA,Enseignement agricole,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
EA,Entité Adjudicatrice,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
