id,term,definition,source,url_source,explanation,source_explanation,url_source_explanation,key
1834,CODEFI,Comité départemental d'examen des problèmes de financement des entreprises,Sénat,https://www.senat.fr/histoire/sigles.html,,,,codeficomitédépartementaldexamendesproblèmesdefinancementdesentreprises
1847,CODELICO,Comité départemental de Liaison et de Coordination des Services Sociaux voir aussi CLICOSS,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,codelicocomitédépartementaldeliaisonetdecoordinationdesservicessociauxvoiraussiclicoss
1848,CODEP,Comité départemental,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,codepcomitédépartemental
1845,CODER,Commission de développement économique régional,Sénat,https://www.senat.fr/histoire/sigles.html,,,,codercommissiondedéveloppementéconomiquerégional
1849,CODERPA,Comité départemental des retraités et personnes âgées,Sénat,https://www.senat.fr/histoire/sigles.html,,,,coderpacomitédépartementaldesretraitésetpersonnesâgées
c38,CODERST,Conseil départemental de l'environnement et des risques sanitaires,Préfet de la Loire,http://www.loire.gouv.fr/le-coderst-conseil-departemental-de-l-a3449.html,Publié,À vérifier,,coderstconseildépartementaldelenvironnementetdesrisquessanitaires
1853,CODES,Comité départemental d’éducation pour la santé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,codescomitédépartementaldéducationpourlasanté
1851,CODEVI,Comptes pour le développement industriel,Sénat,https://www.senat.fr/histoire/sigles.html,,,,codevicomptespourledéveloppementindustriel
1855,CODEX,Commission de développement extérieur,Sénat,https://www.senat.fr/histoire/sigles.html,,,,codexcommissiondedéveloppementextérieur
1857,CODIR,COmité de DIRection,beta.gouv.fr,https://github.com/betagouv/glossary-bot,,,,codircomitédedirection
1860,CODIS,Comité d'orientation pour le développement des industries stratégiques,Sénat,https://www.senat.fr/histoire/sigles.html,,,,codiscomitédorientationpourledéveloppementdesindustriesstratégiques
1861,CODIS,Centre opérationnel d'intervention et de secours,Sénat,https://www.senat.fr/histoire/sigles.html,,,,codiscentreopérationneldinterventionetdesecours
1862,CODISC,Centre opérationnel de la direction de la défense et de la Sécurité civile,Sénat,https://www.senat.fr/histoire/sigles.html,,,,codisccentreopérationneldeladirectiondeladéfenseetdelasécuritécivile
1864,COE,Centre d’orientation éducative,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,coecentredorientationéducative
1865,COE,Conseil d’orientation de l’emploi,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf,,,,coeconseildorientationdelemploi
1868,COFACE,Compagnie française d'assurance pour le commerce extérieur,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cofacecompagniefrançaisedassurancepourlecommerceextérieur
1869,COFRAC,Comité FRançais d’ACcréditation,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,cofraccomitéfrançaisdaccréditation
1870,COG,Contrat d’Objectifs et de Gestion,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cogcontratdobjectifsetdegestion
1866,COGEMA,Compagnie générale des matières nucléaires,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cogemacompagniegénéraledesmatièresnucléaires
1873,COGIC,Centre opérationnel de gestion interministérielle des crises,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,cogiccentreopérationneldegestioninterministérielledescrises
1874,COGIR,Contrat d’Objectifs et de Gestion Inter-Régimes,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cogircontratdobjectifsetdegestioninterrégimes
5849,COI,Contrat Opérationnel Individualisé,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,coicontratopérationnelindividualisé
5850,COIA,Centre Opérationnel Interarmées,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,coiacentreopérationnelinterarmées
5851,COJ,Code de l'Organisation Judiciaire,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cojcodedelorganisationjudiciaire
5852,COLAF,Cellule Opérationnelle de Lutte Anti-Fraude,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,colafcelluleopérationnelledelutteantifraude
5853,COLIR,Cellule Opérationnelle de Lutte contre les Irrégularités,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,colircelluleopérationnelledeluttecontrelesirrégularités
1875,COLITRAH,Comité de Liaison pour le TRAnsport des personnes Handicapées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,colitrahcomitédeliaisonpourletransportdespersonneshandicapées
1876,COLORPA,Commission Locale Des Retraités et Personnes Agées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,colorpacommissionlocaledesretraitésetpersonnesagées
1872,COLTER,Collectivités territoriales,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf,,,,coltercollectivitésterritoriales
1878,COM,Collectivité d’outre-mer,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf,,,,comcollectivitédoutremer
1879,COM,Contrat D’objectifs Et De Moyens,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,comcontratdobjectifsetdemoyens
c56,COMCYBER,Commandement des forces de cyberdéfense des armées françaises,COMCYBER,https://www.defense.gouv.fr/portail/enjeux2/la-cyberdefense/la-cyberdefense/presentation,"Le COMCYBER est l’unité opérationnelle commandant, de façon organique ou fonctionnelle, l’ensemble des forces de cyberdéfense des armées françaises. Placé sous l’autorité directe du chef d’état-major des armées, le COMCYBER est responsable de la manœuvre cyber globale.",COMCYBER,https://www.defense.gouv.fr/portail/enjeux2/la-cyberdefense/la-cyberdefense/presentation,comcybercommandementdesforcesdecyberdéfensedesarméesfrançaises
1882,COMEDIMS,COmission du MEdicament et des DIspositifs Médicaux Stériles,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,comedimscomissiondumedicamentetdesdispositifsmédicauxstériles
1880,COMES,Commissariat à l'énergie solaire,Sénat,https://www.senat.fr/histoire/sigles.html,,,,comescommissariatàlénergiesolaire
1885,COMEX,COMité EXécutif,beta.gouv.fr,https://github.com/betagouv/glossary-bot,,,,comexcomitéexécutif
1886,COMP,Comité pour les médicaments orphelins,Keratocone,https://www.keratocone.net/acronymes.html,,,,compcomitépourlesmédicamentsorphelins
1887,COMPAQH,Coordination pour la Mesure de la Performance et de l’Amélioration de la Qualité Hospitaliére,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,compaqhcoordinationpourlamesuredelaperformanceetdelaméliorationdelaqualitéhospitaliére
1888,COMT,Commission des marchés à terme de marchandises,Sénat,https://www.senat.fr/histoire/sigles.html,,,,comtcommissiondesmarchésàtermedemarchandises
1889,COORACE,Coordination des associations d’aides aux chômeurs pour l’emploi,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cooracecoordinationdesassociationsdaidesauxchômeurspourlemploi
1890,COPA,Comité des organisations professionnelles agricoles.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,copacomitédesorganisationsprofessionnellesagricoles
1891,COPACIF,Comité paritaire du congé individuel formation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,copacifcomitéparitaireducongéindividuelformation
5854,COPE,COmité de PIlotage et d'Évaluation,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,copecomitédepilotageetdévaluation
1892,COPEC,Commission pour la promotion et l'égalité des chances et de la citoyenneté,Sénat,https://www.senat.fr/histoire/sigles.html,,,,copeccommissionpourlapromotionetlégalitédeschancesetdelacitoyenneté
1884,COPIL,COmité de PILotage,beta.gouv.fr,https://github.com/betagouv/glossary-bot,Réunion des personnes impliquées dans la direction d'un projet.,,,copilcomitédepilotage
1895,COPIRE,Commissions paritaires interprofessionnelles régionales de l’emploi,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,copirecommissionsparitairesinterprofessionnellesrégionalesdelemploi
1896,COPJ,Convocation par Officier de police judiciaire,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf,,,,copjconvocationparofficierdepolicejudiciaire
5855,COPJ,Convocation par OPJ,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,copjconvocationparopj
1897,COPS,Commission de l’Organisation de la Permanence des Soins,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,copscommissiondelorganisationdelapermanencedessoins
1898,COPSY,Conseiller d’Orientation Psychologue,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,copsyconseillerdorientationpsychologue
1893,COR,Conseil d'orientation des retraites,Sénat,https://www.senat.fr/histoire/sigles.html,,,,corconseildorientationdesretraites
5856,CORAT,Coordination Opérationnelle Renforcée des Agglomérations et des Territoires,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,coratcoordinationopérationnellerenforcéedesagglomérationsetdesterritoires
1899,CORDES,Comité d'organisation des recherches appliquées sur le développement économique et social,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cordescomitédorganisationdesrecherchesappliquéessurledéveloppementéconomiqueetsocial
1903,CORDET,Commission de coordination de la recherche des départements et territoires d'outre-mer,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cordetcommissiondecoordinationdelarecherchedesdépartementsetterritoiresdoutremer
1904,COREC,Comité régional d'examen des comptes des organismes de sécurité sociale,Sénat,https://www.senat.fr/histoire/sigles.html,,,,coreccomitérégionaldexamendescomptesdesorganismesdesécuritésociale
1905,COREF,"Comités régionaux de la formation professionnelle, de la promotion sociale et de l'emploi",Sénat,https://www.senat.fr/histoire/sigles.html,,,,corefcomitésrégionauxdelaformationprofessionnelle
1906,COREP,Commission régionale d'élaboration du plan régional de la qualité de l'air.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,corepcommissionrégionaledélaborationduplanrégionaldelaqualitédelair
1907,COREPS,Commission régionale des professions du spectacle,Sénat,https://www.senat.fr/histoire/sigles.html,,,,corepscommissionrégionaledesprofessionsduspectacle
1908,CORES,Comité Régional d’Éducation à la Santé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,corescomitérégionaldéducationàlasanté
1909,COREVIH,COordination REgionale de lutte contre le Virus de l’Immunodéficience Humaine,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,corevihcoordinationregionaledeluttecontrelevirusdelimmunodéficiencehumaine
5857,CORG,Centre d'Opérations et de Renseignement de la Gendarmerie,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,corgcentredopérationsetderenseignementdelagendarmerie
1910,CORINE,Coordination des informations sur l'environnement (programme communautaire).,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,corinecoordinationdesinformationssurlenvironnementprogrammecommunautaire
1911,CORPEN,Comité d'orientation pour la réduction de la pollution des eaux par les nitrates.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,corpencomitédorientationpourlaréductiondelapollutiondeseauxparlesnitrates
1901,CORRI,Comité régional de restructuration industrielle,Sénat,https://www.senat.fr/histoire/sigles.html,,,,corricomitérégionalderestructurationindustrielle
1912,COS,Coefficient d'occupation des sols,Sénat,https://www.senat.fr/histoire/sigles.html,,,,coscoefficientdoccupationdessols
1914,COSA,Commission pour les simplifications administratives,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cosacommissionpourlessimplificationsadministratives
1918,COSAC,Conférence des organes spécialisés des assemblées de la communauté,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cosacconférencedesorganesspécialisésdesassembléesdelacommunauté
1919,COSIP,Compte de soutien aux industries de programme,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cosipcomptedesoutienauxindustriesdeprogramme
1920,COSIS,Compte de soutien à l'industrie des programmes audiovisuels,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cosiscomptedesoutienàlindustriedesprogrammesaudiovisuels
1921,COSLA,Comité d’Orientation pour la Simplification du Langage Administratif,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,coslacomitédorientationpourlasimplificationdulangageadministratif
1922,COT,Convention d'occupation temporaire.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,cotconventiondoccupationtemporaire
1923,COTER,Comité TEchnique Régional,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cotercomitétechniquerégional
1917,COTOREP,Commission technique d'orientation et de reclassement professionnel,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cotorepcommissiontechniquedorientationetdereclassementprofessionnel
1929,COTRIM,Comité Technique Régional de l’Information Médicale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cotrimcomitétechniquerégionaldelinformationmédicale
1930,COUNA,Courriers non adressés,Sénat,https://www.senat.fr/histoire/sigles.html,,,,counacourriersnonadressés
1931,COV,Certificats d'obtentions végétales,Sénat,https://www.senat.fr/histoire/sigles.html,,,,covcertificatsdobtentionsvégétales
1932,COZ,Centre opérationnel zonal,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,cozcentreopérationnelzonal
1927,CP,Code postal.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,cpcodepostal
1928,CP,Crédit de paiement,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf,,,,cpcréditdepaiement
5858,CP,Commissariat de Police ou Code Pénal ou Congé Parental,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cpcommissariatdepoliceoucodepénaloucongéparental
6328,CP,Code pénal.,Me Thibaud Claus,"https://www.village-justice.com/articles/Liste-abreviations-pratique-penale,19516.html",,,,cpcodepénal
1935,CPA,Cessation progressive d’activité,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf,,,,cpacessationprogressivedactivité
1936,CPA,Classe Préparatoire à l’Apprentissage,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpaclassepréparatoireàlapprentissage
1937,CPA,Classification statistique des produits associée aux activités dans la Communauté Européenne,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,cpaclassificationstatistiquedesproduitsassociéeauxactivitésdanslacommunautéeuropéenne
1940,CPAG,Centres de préparation à l'administration générale,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cpagcentresdepréparationàladministrationgénérale
1941,CPAL,Comité de probation et d’aide aux libertés,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpalcomitédeprobationetdaideauxlibertés
1942,CPAM,Caisse primaire d’assurance maladie,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html,,,,cpamcaisseprimairedassurancemaladie
1945,CPAS,Centre Polyvalent D’action Sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpascentrepolyvalentdactionsociale
1946,CPC,Classification des produits centrale dans la Communauté Européenne,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,cpcclassificationdesproduitscentraledanslacommunautéeuropéenne
1947,CPCA,Conférence Permanente des Coordinations Associatives,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpcaconférencepermanentedescoordinationsassociatives
1948,CPCEA,Caisse de Prévoyance desCadres d’Exploitations Agricoles,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpceacaissedeprévoyancedescadresdexploitationsagricoles
1949,CPDPN,Centre pluridisciplinaire de diagnostic prénatal,Keratocone,https://www.keratocone.net/acronymes.html,,,,cpdpncentrepluridisciplinairedediagnosticprénatal
1943,CPE,Conseiller Principal d’Education,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpeconseillerprincipaldeducation
1944,CPE,Contrat première embauche,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cpecontratpremièreembauche
1952,CPEF,Centre de Planification et d’Education Familiale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpefcentredeplanificationetdeducationfamiliale
1950,CPER,Contrat de projet État Région.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,cpercontratdeprojetétatrégion
1951,CPER,Contrat Plan État Région,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpercontratplanétatrégion
1955,CPF,Compte personnel de formation,beta.gouv.fr,https://github.com/betagouv/glossary-bot,,,,cpfcomptepersonneldeformation
1956,CPFS,Centre De Placement Familial Spécialisé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpfscentredeplacementfamilialspécialisé
1957,CPG,Contrat Pluriannuels De Gestion,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpgcontratpluriannuelsdegestion
5859,CPGC,Centre de Planification et de Gestion de Crise,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cpgccentredeplanificationetdegestiondecrise
1958,CPGE,Classe Préparatoire aux Grandes Ecoles,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpgeclassepréparatoireauxgrandesecoles
1953,CPH,Centre Provisoire D’hébergement,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cphcentreprovisoiredhébergement
1954,CPH,Conseil des prud’hommes,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf,,,,cphconseildesprudhommes
1961,CPHLM,Caisse des Prêts aux HLM,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cphlmcaissedesprêtsauxhlm
1960,CPI,Centres de placement immédiat,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cpicentresdeplacementimmédiat
1962,CPI,Classe Préparatoire Intégrée,Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique,,,,cpiclassepréparatoireintégrée
1963,CPI,Code de la Propriété Intellectuelle,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,cpicodedelapropriétéintellectuelle
1964,CPIE,Centre permanent d'initiation à l'environnement,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cpiecentrepermanentdinitiationàlenvironnement
5860,CPIGN,Classe Préparatoire Intégrée de la Gendarmerie Nationale,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cpignclassepréparatoireintégréedelagendarmerienationale
6329,CPIP,Conseiller pénitentiaire d’insertion et de probation.,Me Thibaud Claus,"https://www.village-justice.com/articles/Liste-abreviations-pratique-penale,19516.html",,,,cpipconseillerpénitentiairedinsertionetdeprobation
1968,CPM,Caisse de Prévoyance et de retraites du personnel des organismes de Mutualité,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpmcaissedeprévoyanceetderetraitesdupersonneldesorganismesdemutualité
5861,CPMGN,Centre de Production Multimédia de la Gendarmerie Nationale,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cpmgncentredeproductionmultimédiadelagendarmerienationale
1969,CPNE,Comité paritaire national de l’emploi,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpnecomitéparitairenationaldelemploi
1970,CPNFP,Comité paritaire national pour la formation professionnelle,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpnfpcomitéparitairenationalpourlaformationprofessionnelle
1967,CPOM,Contrat pluriannuel d’objectifs et de moyens,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html,,,,cpomcontratpluriannueldobjectifsetdemoyens
1971,CPP,Code de procédure pénale,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cppcodedeprocédurepénale
1972,CPP,Comité de prévention et de la précaution.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,cppcomitédepréventionetdelaprécaution
1973,CPP,Contrat de Pratiques Professionnelles,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cppcontratdepratiquesprofessionnelles
6323,CPPV,Convocation par procès-verbal.,Me Thibaud Claus,"https://www.village-justice.com/articles/Liste-abreviations-pratique-penale,19516.html",,,,cppvconvocationparprocèsverbal
1976,CPR,Centre Pédagogique Régional,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cprcentrepédagogiquerégional
5862,CPR,Comité de Pilotage des Réserves,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cprcomitédepilotagedesréserves
1977,CPRC,Contrat de Programme de Recherche Clinique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cprccontratdeprogrammederechercheclinique
1978,CPRDF,Contrat De Plan Régional De Développement Des Formations Professionnelles,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cprdfcontratdeplanrégionaldedéveloppementdesformationsprofessionnelles
1974,CPS,Cadre de Proximité de Soins,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html,,,,cpscadredeproximitédesoins
1975,CPS,Carte de Professionnel de Santé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpscartedeprofessionneldesanté
5863,CPS,Contrôles Personnels de Sécurité,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cpscontrôlespersonnelsdesécurité
5864,CPSAGN,Conseil Permanent de la Sécurité Aérienne de la Gendarmerie,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cpsagnconseilpermanentdelasécuritéaériennedelagendarmerie
5865,CPSAGN,Convocation Par Procès-Verbal,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cpsagnconvocationparprocèsverbal
1979,CPU,Clinique Psychiatrique Universitaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cpucliniquepsychiatriqueuniversitaire
1980,CPU,Code pratique de l'urbanisme.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,cpucodepratiquedelurbanisme
1983,CPV,Vocabulaire commun pour les marchés publics de l'Union Européenne (Common Procurement Vocabulary),marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm,,,,cpvvocabulairecommunpourlesmarchéspublicsdelunioneuropéennecommonprocurementvocabulary
1984,CQ,Contrat de qualification,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cqcontratdequalification
1985,CQA,Contrat de qualification adulte,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cqacontratdequalificationadulte
1986,CQEPP,Conseil de la Qualité et de l’Évaluation des Pratiques Professionnelles,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cqeppconseildelaqualitéetdelévaluationdespratiquesprofessionnelles
1987,CQFD,Ce qu'il fallait démontrer.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,cqfdcequilfallaitdémontrer
5866,CQHM,Certificat de Qualification Haute Montagne,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,cqhmcertificatdequalificationhautemontagne
1988,CQL,Commandement De Quitter Les Lieux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cqlcommandementdequitterleslieux
1989,CQP,Certificat de qualification professionnelle,Collège de Poisy,http://www.ac-grenoble.fr/college/poisy/orientation/orientation-sigles-et-acronymes/,,,,cqpcertificatdequalificationprofessionnelle
1990,CQPM,Certificats De Qualification Paritaires De La Métallurgie,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cqpmcertificatsdequalificationparitairesdelamétallurgie
1981,CR,Conseil Régional,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,crconseilrégional
1982,CR,Croix rouge.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,crcroixrouge
5867,CR,Commission Rogatoire,Denis Merigoux,https://gist.github.com/ColinMaudry/fe30f024d3cea20d1f6ccd579d9acd3f#file-gendarmerie-csv,,,,crcommissionrogatoire
1991,CRA,Centre de rétention administrative,Sénat,https://www.senat.fr/histoire/sigles.html,,,,cracentrederétentionadministrative
1992,CRA,Chambre régionale d'agriculture.,M. Lafay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf,,,,crachambrerégionaledagriculture
1993,CRA,Commission de Recours Amiable,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/,,,,cracommissionderecoursamiable
